quote,author,category
"He who joyfully marches to music rank and file has already earned my contempt. He has been given a large brain by mistake, since for him the spinal cord would surely suffice. This disgrace to civilization should be done away with at once. Heroism at command, senseless brutality, deplorable love-of-country stance and all the loathsome nonsense that goes by the name of patriotism, how violently I hate all this, how despicable and ignoble war is; I would rather be torn to shreds than be part of so base an action! It is my conviction that killing under the cloak of war is nothing but an act of murder.",Albert Einstein,"conformity, morality, murder, obedience, patriotism, war"
"If I had known they were going to do this, I would have become a shoemaker.",Albert Einstein,"destruction, guilt, history, war"
"This topic brings me to that worst outcrop of herd life, the military system, which I abhor... This plague-spot of civilization ought to be abolished with all possible speed. Heroism on command, senseless violence, and all the loathsome nonsense that goes by the name of patriotism -- how passionately I hate them!",Albert Einstein,"civilization, military, violence, war"
"All religions, arts and sciences are branches of the same tree. All these aspirations are directed toward ennobling man's life, lifting it from the sphere of mere physical existence and leading the individual towards fre","Albert Einstein, Out of My Later Years: The Scientist, Philosopher, and Man Portrayed Through His Own Words","arts, existence, freedom, life, purpose-of-life, religion, sciences"
The true value of a human being can be found in the degree to which he has attained liberation from the self.,Albert Einstein,"enlightenment, freedom, peace"
The strength of the Constitution lies entirely in the determination of each citizen to defend it. Only if every single citizen feels duty bound to do his share in this defense are the constitutional rights secure.,Albert Einstein,"constitution, democracy, freedom, liberty"
"Honestly, I cannot understand what people mean when they talk about the freedom of the human will. I have a feeling, for instance, that I will something or other; but what relation this has with freedom I cannot understand at all. I feel that I will to light my pipe and I do it; but how can I connect this up with the idea of freedom? What is behind the act of willing to light the pipe? Another act of willing? Schopenhauer once said: Der Mensch kann was er will; er kann aber nicht wollen was er will (Man can do what he will but he cannot will what he wills).",Albert Einstein,"albert-einstein, free-will, freedom, human-will, sam-harris"
All of us who are concerned for peace and triumph of reason and justice must be keenly aware how small an influence reason and honest good will exert upon events in the political field.,Albert Einstein,politics
the real purpose of socialism is precisely to overcome and advance beyond the predatory phase of human development,Albert Einstein,"democracy, development, human, humanity, not-a-dirty-word, politics, purpose, socialism, society"
The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.,Albert Einstein,"change, deep-thoughts, thinking, world"
Our task must be to free ourselves... by widening our circle of compassion to embrace all living creatures and the whole of nature and it's beauty.,Albert Einstein,"beauty, compassion, embrace, free, nature"
"Somebody who only reads newspapers and at best books of contemporary authors looks to me like an extremely near-sighted person who scorns eyeglasses. He is completely dependent on the prejudices and fashions of his times, since he never gets to see or hear anything else.",Albert Einstein,"diversity, independent-thought, reading"
Stay away from negative people. They have a problem for every solution.,"Albert Einstein, The World As I See It",intelligence
Great spirits have always found violent opposition from mediocrities. The latter cannot understand it when a man does not thoughtlessly submit to hereditary prejudices but honestly and courageously uses his intelligence,Albert Einstein,intelligence
"Out of clutter, find simplicity.",Albert Einstein,"clutter, difficulty, discord, harmony, oppurtunity, work"
Bureaucracy is the death of all sound work.,Albert Einstein,"buracracy, work"
